17952, 556151
17786, 1093422
16410, 1598577
12381, 1967303
15389, 2445628
12080, 2796642
12424, 3164110
10685, 3483663
12711, 3860775
16943, 4411541
12901, 4793979
13127, 5186062
10375, 5489567
11699, 5828494
14831, 6283301
17147, 6817700
17120, 7342466
15779, 7823194
15391, 8301187
17965, 8857468
18352, 9420826
13224, 9817141
10575, 10121639
13500, 10525697
15989, 11020443
10245, 11321167
11771, 11666272
19064, 12266128
14210, 12703573
12391, 13070028
18856, 13649506
12665, 14039017
19575, 14651838
15269, 15129430
11624, 15492003
15282, 15966815
16793, 16475318
18217, 17071334
16765, 17590626
12768, 17975196
16998, 18511461
19475, 19122399
18951, 19715276
13645, 20131750
17334, 20671398
11855, 21014167
15998, 21507372
16001, 21995432
16107, 22493619
13234, 22905305
15327, 23383716
19292, 24002698
14255, 24431110
10020, 24726620
13659, 25134787
10246, 25443179
12297, 25806276
14942, 26269948
11483, 26611142
18207, 27180877
15873, 27667388
18422, 28237137
19024, 28843780
13472, 29261556
17802, 29830105
17413, 30381915
17365, 30922519
11448, 31260950
13521, 31667015
11724, 32010469
16606, 32519137
15889, 33009858
13790, 33421147
15105, 33871867
15183, 34343745
18176, 34914907
15468, 35387122
16703, 35901170
17815, 36451682
14101, 36885952
16732, 37399912
18942, 37990778
19131, 38576290
16126, 39073905
11653, 39421844
18898, 40020126
19989, 40658390
10327, 40960857
11765, 41303662
19617, 41925175
18272, 42488789
16117, 42989993
19185, 43584052
13880, 44004667
15436, 44486357
16863, 45018978
19450, 45616813
17980, 46173099
17798, 46719693
10262, 47015639
15659, 47521527
13410, 47928250
17191, 48466765
13600, 48875867
13333, 49277871
11038, 49607780
18956, 50186544
19584, 50805564
18241, 51379319
14636, 51831763
12163, 52191710
18452, 52763924
10981, 53103381
15474, 53578702
13267, 53978295
12399, 54350403
10578, 54667408
10879, 54990742
13641, 55401136
16719, 55919166
11766, 56262233
10238, 56562041
18787, 57166367
15035, 57619534
12488, 57985546
19265, 58589686
14218, 59018951
12869, 59401368
13701, 59814463
17146, 60332683
18252, 60893556
12226, 61262417
16410, 61757379
12237, 62132250
13625, 62544090
17048, 63075272
16841, 63588895
13710, 64006404
19717, 64620038
14819, 65066643
17522, 65601619
15013, 66061391
15011, 66517188
19112, 67115051
10928, 67436150
16093, 67939848
13654, 68344579
19958, 68962833
17156, 69495907
12972, 69880023
11777, 70238761
10567, 70548428
18740, 71137216
10672, 71458103
13951, 71891788
16355, 72396897
14683, 72846263
10386, 73150944
11161, 73473123
19190, 74075608
17735, 74627138
13538, 75043191
18295, 75631782
16441, 76133987
14755, 76589158
19842, 77208138
12713, 77595842
13711, 78007952
14648, 78447292
14261, 78869997
11030, 79194295
13952, 79624972
19731, 80252734
18858, 80848810
12129, 81212621
18692, 81796777
13658, 82211798
12647, 82598039
17770, 83185636
17049, 83725523
17525, 84273296
18498, 84852733
19085, 85454416
18867, 86037776
12628, 86439432
11311, 86769195
12720, 87147874
14912, 87601170
10658, 87925578
19054, 88522224
17564, 89086497
10247, 89385242
12794, 89777294
15597, 90256805
12532, 90634584
16567, 91137279
11965, 91490238
11008, 91814843
16429, 92340428
16337, 92845923
11078, 93166169
13657, 93578322
14576, 94028174
13662, 94443390
19604, 95054439
19380, 95666273
15767, 96168790
19724, 96797779
15563, 97275446
10856, 97588934
14875, 98040455
13800, 98465376
13450, 98869819
15557, 99340648
17760, 99887937
19433, 100478239
13549, 100898289
18284, 101460656
12549, 101831479
12536, 102200268
14672, 102671501
13730, 103078358
16150, 103567970
18642, 104139829
19738, 104770237
19441, 105381627
14970, 105832350
15238, 106296937
13160, 106686566
15803, 107208806
17412, 107753825
17744, 108299888
16778, 108829881
19203, 109437547
18212, 110008502
17144, 110524289
12143, 110888624
15737, 111371710
13766, 111779941
17306, 112322810
16519, 112830655
10025, 113120465
10873, 113443524
18878, 114032895
18549, 114620888
13308, 115030024
13491, 115429998
19311, 116023203
18250, 116593870
14619, 117039517
12404, 117416102
15338, 117880621
18658, 118467450
16252, 118972692
19528, 119599638
11685, 119945172
14153, 120372075
19841, 120998333
19197, 121614430
19471, 122209308
18273, 122776080
18477, 123374869
16642, 123882977
12718, 124258375
12456, 124623769
11648, 124961633
19935, 125578127
13352, 125982084
18575, 126558366
13791, 126968608
12670, 127343856
15884, 127822123
13625, 128231820
11969, 128580291
18850, 129161288
12254, 129526736
15351, 130014468
19261, 130651456
16921, 131174960
12845, 131565906
19033, 132166835
11206, 132489146
16706, 133004914
17218, 133530423
12074, 133892117
14697, 134333380
17312, 134870775
19514, 135475984
18672, 136053871
16722, 136566893
11616, 136903554
12424, 137265854
16009, 137755091
11759, 138097072
16700, 138625267
18381, 139202802
10489, 139515234
17427, 140072114
15680, 140554941
13792, 140964476
